cell_id,horizon_h,timestamp,centroid_lat,centroid_lon,temp_2m,heat_index,wind_speed,wind_gust,precip_rate,snow_rate,ice_rate,dewpoint,relative_humidity,storm_probability,thermal_stress,wind_stress,precip_stress,storm_proxy,hazard_score,exposure_score,vulnerability_score,final_risk,confidence
hex_0229,48,2025-10-12 10:19:24.776311,30.806400538265784,-95.5844267903853,97.3116022326901,142.94793618926673,21.26118174684907,40.72147229254536,0.0,0.0,0.0,76.95757716803018,0.5901645127958322,0.0,1.0,0.6907157430848453,0.0,0.0,0.6072147229254536,0.38839772640459946,0.7077252771193998,1.9424108306184318,0.3446035973776009
hex_0273,48,2025-10-12 10:19:24.776311,30.972817411985716,-95.8029244013775,77.81228214631646,77.81228214631646,10.860344228275157,15.715012925707043,0.0,0.0,0.0,70.37802577079216,0.701206884393733,0.0,0.0,0.0,0.0,0.0,0.0,0.7544464128273483,0.7707203686671708,0.5796539902358747,0.3446035973776009
hex_0272,48,2025-10-12 10:19:24.776311,31.057429490719603,-96.11062426217862,98.07695550396231,143.24699790598783,14.741977779548403,18.33109365672593,0.0,0.0,0.0,79.72472068482945,0.8618722564177709,0.0,1.0,0.0,0.0,0.0,0.4,0.6438462950815038,0.7171511457894133,1.7537270362984676,0.3446035973776009
hex_0317,48,2025-10-12 10:19:24.776311,31.14989128887623,-96.01224129863009,89.58183944427154,134.69966762413753,15.474720792322014,25.03580994714919,0.0,0.0,0.0,67.58337588857421,0.8596844025511952,0.0,1.0,0.16786033157163965,0.0,0.0,0.4503580994714919,0.5558922132385709,0.7729226010478732,1.8285392284758977,0.3446035973776009
hex_0318,48,2025-10-12 10:19:24.776311,31.13842643959218,-95.65765765765764,98.17789837775211,143.45224835093637,14.023122333231376,27.400566609825386,0.0,0.0,0.0,82.13693519401804,0.8226887517385435,0.0,1.0,0.2466855536608462,0.0,0.0,0.4740056660982539,0.32701109040957854,0.7337680025651759,1.342145527052127,0.3446035973776009
hex_0316,48,2025-10-12 10:19:24.776311,31.222479978104634,-96.33612473556215,91.00778452968814,135.9205262506717,7.079334980030242,12.028382717184748,0.0,0.0,0.0,78.06057043504201,0.816107569562334,0.0,1.0,0.0,0.0,0.0,0.4,0.3366266826241257,0.69157249823836,1.0220726980981958,0.3446035973776009
hex_0359,48,2025-10-12 10:19:24.776311,31.473903704133527,-96.87019967157352,99.81490908302509,144.2577418768842,15.596144699310377,19.747940041884732,0.0,0.0,0.0,79.85991645229149,0.8390054471902508,0.0,1.0,0.0,0.0,0.0,0.4,0.19401539598336703,0.775796173863025,0.8269882849126355,0.3446035973776009
hex_0362,48,2025-10-12 10:19:24.776311,31.372487359533924,-95.83783783783784,93.69978977253145,138.66636875206387,12.525008126986092,19.467785578163944,0.0,0.0,0.0,86.13189650972926,0.6964398194790258,0.0,1.0,0.0,0.0,0.0,0.4,0.7146729155519892,0.6728921406995565,1.8469586585931792,0.3446035973776009
hex_0361,48,2025-10-12 10:19:24.776311,31.372487359533924,-96.1981981981982,101.5056084373573,146.32476726946956,14.038676860463285,25.476139753101403,0.0,0.0,0.0,76.95149427025176,0.8139182168929554,0.0,1.0,0.1825379917700468,0.0,0.0,0.4547613975310141,0.6411492927093352,0.6703889363639632,1.8832321903606557,0.3446035973776009
hex_0407,48,2025-10-12 10:19:24.776311,31.60654827947566,-95.65765765765764,79.83848800298846,79.83848800298846,12.491972402210287,23.734623031955685,0.0,0.0,0.0,74.14365933895897,0.723311748439415,0.0,0.0,0.12448743439852285,0.0,0.0,0.037346230319556854,0.6343754855852177,0.7208105263298705,0.3741042610151787,0.3446035973776009
hex_0406,48,2025-10-12 10:19:24.776311,31.60654827947566,-96.018018018018,90.93027014714211,135.58907813302272,11.038194370245451,14.065885839660705,2.2082626903524587,0.0,0.0,79.93396973699794,0.6679827367180261,0.0,1.0,0.0,0.22082626903524588,0.12424468362591881,0.45658972216964105,0.27315865692449237,0.676952864273176,1.0696845445933225,0.3446035973776009
hex_0405,48,2025-10-12 10:19:24.776311,31.60654827947566,-96.37837837837837,92.32417664349283,136.8355644819533,21.034533645029363,41.86559835040938,0.0,0.0,0.0,78.46806568164638,0.792560252937891,0.0,1.0,0.7288532783469793,0.0,0.0,0.6186559835040938,0.7499290958982492,0.6316356662912189,2.6867042407106063,0.3446035973776009
hex_0450,48,2025-10-12 10:19:24.776311,31.840609199417397,-96.1981981981982,90.00271198805778,134.35374898028658,21.685724631395196,41.28379885340915,0.0,0.0,0.0,83.29355680111559,0.6559634826894091,0.0,1.0,0.7094599617803051,0.0,0.0,0.6128379885340915,0.7422665855711506,0.7466935549137843,2.820606701100829,0.3446035973776009
hex_0451,48,2025-10-12 10:19:24.776311,31.840609199417397,-95.83783783783784,97.04949684933324,141.5479539889822,19.95998517280396,34.883145266461526,1.9947959715156465,0.0,0.0,75.4033857313105,0.7970071494680212,0.3479237882566627,1.0,0.4961048422153842,0.19947959715156466,0.27833903060533016,0.6165612751554612,0.39484812426125193,0.7219968878650316,2.0135798641854636,0.3446035973776009
hex_0494,48,2025-10-12 10:19:24.776311,32.07467011935914,-96.37837837837837,86.42907694313533,130.47234294171233,21.634323663541785,32.546299070673356,0.3657258425992043,0.0,0.0,76.0055610728271,0.7971119457214745,0.059515113255538564,1.0,0.4182099690224452,0.03657258425992043,0.047612090604430855,0.5375387166191608,0.3400163887840972,0.710193206608769,1.5749439953979667,0.3446035973776009
hex_0495,48,2025-10-12 10:19:24.776311,32.07467011935914,-96.018018018018,96.98919151998717,141.17987766598432,23.0281614222247,39.50432876000556,2.1309003881069746,0.0,0.0,77.59702372072339,0.668821592064517,0.4208989474330069,1.0,0.6501442920001854,0.21309003881069746,1.0,0.7376612953621952,0.40910859900980495,0.8040543326312968,2.6245826440465216,0.3446035973776009
hex_0496,48,2025-10-12 10:19:24.776311,32.07467011935914,-95.65765765765764,90.56924553599816,134.90735182941546,20.487451677079406,26.157716483955593,0.0,0.0,0.0,74.63193125782416,0.7682666326967654,0.0,1.0,0.20525721613185308,0.0,0.0,0.46157716483955596,0.3492081882717391,0.7328158531133244,1.3440592350041003,0.3446035973776009
hex_0360,48,2025-10-12 10:19:24.776311,31.39723622965909,-96.54682668759081,87.43734943296755,132.08913864929406,9.518471914956848,13.332443026380558,0.0,0.0,0.0,72.55477225951891,0.713435615522006,0.0,1.0,0.0,0.0,0.0,0.4,0.4564057514474903,0.7854176840020893,1.4334917599296917,0.3446035973776009
hex_0404,48,2025-10-12 10:19:24.776311,31.60654827947566,-96.73873873873873,88.55741995541976,132.92138764646006,21.135004509630807,34.410866061396916,0.0,0.0,0.0,71.92923746231855,0.6552441695390556,0.0,1.0,0.4803622020465639,0.0,0.0,0.5441086606139691,0.5174129422031493,0.6551010425169288,1.9170401644206254,0.3446035973776009
hex_0403,48,2025-10-12 10:19:24.776311,31.645761181692155,-97.07948046720665,96.82894505338888,141.01430549874854,8.91337373259245,16.26471558540452,0.0,0.0,0.0,77.72412112280466,0.5994342735978321,0.0,1.0,0.0,0.0,0.0,0.4,0.4441616491156358,0.132457163363297,0.42368310835577194,0.3446035973776009
hex_0448,48,2025-10-12 10:19:24.776311,31.840609199417397,-96.9189189189189,88.20287656139145,132.25907325877995,12.70411882522459,24.571462043010715,0.0,0.0,0.0,71.26702744187136,0.6203823602689051,0.0,1.0,0.15238206810035718,0.0,0.0,0.4457146204301072,0.5206687054126189,0.7862363328115625,1.751629211110177,0.3446035973776009
hex_0449,48,2025-10-12 10:19:24.776311,31.840609199417397,-96.55855855855854,89.91488582960186,134.1185026744105,23.748505209666845,46.265715802230496,0.0,0.0,0.0,65.21481468857051,0.7330605533560391,0.0,1.0,0.8755238600743499,0.0,0.0,0.662657158022305,0.27795398690893436,0.7349590363103816,1.942672918709341,0.3446035973776009
hex_0492,48,2025-10-12 10:19:24.776311,32.07467011935914,-97.0990990990991,94.35020604297512,138.0986317467118,8.116631491009306,15.71283638673976,0.0,0.0,0.0,74.08887329243942,0.7656133070363721,0.0,1.0,0.0,0.0,0.0,0.4,0.32623385768471647,0.7592425520628603,1.1004125898728387,0.3446035973776009
hex_0493,48,2025-10-12 10:19:24.776311,32.07467011935914,-96.73873873873873,83.65312208021791,127.54896793137475,10.00285835208798,14.638192049890854,0.0,0.0,0.0,64.96631907815437,0.9230849857753103,0.0,1.0,0.0,0.0,0.0,0.4,0.40915892386155206,0.6969678422061972,1.1938427119214206,0.3446035973776009
hex_0537,48,2025-10-12 10:19:24.776311,32.30873103930088,-96.9189189189189,85.49776357810765,129.0858384356127,19.423760391018128,33.71364985213422,0.0,0.0,0.0,68.96371072438194,0.6539553250577079,0.0,1.0,0.45712166173780727,0.0,0.0,0.5371364985213423,0.5313704722493409,0.646640913066672,1.9095880040709055,0.3446035973776009
