cell_id,horizon_h,timestamp,centroid_lat,centroid_lon,temp_2m,heat_index,wind_speed,wind_gust,precip_rate,snow_rate,ice_rate,dewpoint,relative_humidity,storm_probability,thermal_stress,wind_stress,precip_stress,storm_proxy,hazard_score,exposure_score,vulnerability_score,final_risk,confidence
hex_0229,12,2025-10-10 22:19:24.600463,30.806400538265784,-95.5844267903853,95.31220383631833,140.94853779289494,18.794396152691796,24.89909629177378,0.0,0.0,0.0,89.15053159295434,0.7885096951629571,0.0,1.0,0.16330320972579268,0.0,0.0,0.4489909629177378,0.38839772640459946,0.7077252771193998,1.3793316926034296,0.7079650749598981
hex_0273,12,2025-10-10 22:19:24.600463,30.972817411985716,-95.8029244013775,96.50704189901946,141.88757359556112,12.90344191000135,17.37736984314246,0.0,0.0,0.0,81.0119132663747,0.7038252142245465,0.0,1.0,0.0,0.0,0.0,0.4,0.7544464128273483,0.7707203686671708,2.120429207782503,0.7079650749598981
hex_0272,12,2025-10-10 22:19:24.600463,31.057429490719603,-96.11062426217862,87.52520331101536,132.6952457130409,12.585952065517475,18.044677312750334,0.0,0.0,0.0,73.40380362667464,0.6898865439413334,0.0,1.0,0.0,0.0,0.0,0.4,0.6438462950815038,0.7171511457894133,1.7882165615637375,0.7079650749598981
hex_0317,12,2025-10-10 22:19:24.600463,31.14989128887623,-96.01224129863009,94.70799901415452,139.82582719402052,16.142554301978393,21.573221103509578,5.947375587013862,0.0,0.0,70.39535835266334,0.7004202367885215,0.0,1.0,0.052440703450319266,0.5947375587013861,0.43146442207019153,0.5778261649823921,0.5558922132385709,0.7729226010478732,2.3458753864059094,0.7079650749598981
hex_0318,12,2025-10-10 22:19:24.600463,31.13842643959218,-95.65765765765764,90.9054362927622,136.17978626594646,12.468066827787563,19.351960758435233,0.0,0.0,0.0,76.0018980905368,0.8368269907633896,0.0,1.0,0.0,0.0,0.0,0.4,0.32701109040957854,0.7337680025651759,1.0939755282934684,0.7079650749598981
hex_0316,12,2025-10-10 22:19:24.600463,31.222479978104634,-96.33612473556215,88.69260437921021,133.6053461001938,8.288844605037227,16.376002574823303,0.0,0.0,0.0,64.90262554792642,0.7682318189366386,0.0,1.0,0.0,0.0,0.0,0.4,0.3366266826241257,0.69157249823836,1.0519366464708566,0.7079650749598981
hex_0359,12,2025-10-10 22:19:24.600463,31.473903704133527,-96.87019967157352,92.62010261021184,137.06293540407097,20.46272518908536,27.763544991265064,0.7870641736061736,0.0,0.0,79.84655681642221,0.8180839215810203,0.1092584579746393,1.0,0.2587848330421688,0.07870641736061737,0.08740676637971145,0.5021174100227453,0.19401539598336703,0.775796173863025,1.242058815654971,0.7079650749598981
hex_0362,12,2025-10-10 22:19:24.600463,31.372487359533924,-95.83783783783784,90.47223081193694,135.43880979146934,8.333532460824546,15.348346616260843,8.66829267917464,0.0,0.0,70.02733542600379,0.7628858712550091,0.0,1.0,0.0,0.866829267917464,0.3069669323252169,0.6040625468160145,0.7146729155519892,0.6728921406995565,2.654265516131864,0.7079650749598981
hex_0361,12,2025-10-10 22:19:24.600463,31.372487359533924,-96.1981981981982,94.05707707234014,138.87623590445241,23.098712102718828,29.08672339778406,0.0,0.0,0.0,86.73969588183755,0.7801123236755609,0.0,1.0,0.3028907799261353,0.0,0.0,0.4908672339778406,0.6411492927093352,0.6703889363639632,2.0551747160566314,0.7079650749598981
hex_0407,12,2025-10-10 22:19:24.600463,31.60654827947566,-95.65765765765764,94.68406405220728,139.49029218550805,6.968634422507005,12.429848290400741,0.0,0.0,0.0,71.93980920068074,0.627149806480279,0.0,1.0,0.0,0.0,0.0,0.4,0.6343754855852177,0.7208105263298705,1.7722517321065852,0.7079650749598981
