cell_id,horizon_h,timestamp,centroid_lat,centroid_lon,temp_2m,heat_index,wind_speed,wind_gust,precip_rate,snow_rate,ice_rate,dewpoint,relative_humidity,storm_probability,thermal_stress,wind_stress,precip_stress,storm_proxy,hazard_score,exposure_score,vulnerability_score,final_risk,confidence
hex_0229,36,2025-10-11 22:19:24.718302,30.806400538265784,-95.5844267903853,93.47773004895848,139.11406400553508,19.58899088808257,33.99420859001823,0.0,0.0,0.0,79.4116411635817,0.8955590900487302,0.0,1.0,0.4664736196672744,0.0,0.0,0.5399420859001823,0.38839772640459946,0.7077252771193998,1.680892614423332,0.4380770303639745
hex_0273,36,2025-10-11 22:19:24.718302,30.972817411985716,-95.8029244013775,90.62385369227357,136.00438538881525,8.635533814152163,16.86416604632156,0.0,0.0,0.0,68.6010273074555,0.8579733509971701,0.0,1.0,0.0,0.0,0.0,0.4,0.7544464128273483,0.7707203686671708,2.070711558882748,0.4380770303639745
hex_0272,36,2025-10-11 22:19:24.718302,31.057429490719603,-96.11062426217862,90.19442487150523,135.36446727353075,17.248664026186972,25.216532662555256,0.0,0.0,0.0,83.9544873251868,0.7391471892664919,0.0,1.0,0.1738844220851752,0.0,0.0,0.4521653266255526,0.6438462950815038,0.7171511457894133,1.93831629001916,0.4380770303639745
hex_0317,36,2025-10-11 22:19:24.718302,31.14989128887623,-96.01224129863009,90.41318249747157,135.53101067733758,11.766398647926218,20.283241491153856,1.4360151985289342,0.0,0.0,69.07115609396837,0.7934351091697459,0.0,1.0,0.009441383038461855,0.14360151985289343,0.11650817222691849,0.4432035361048091,0.5558922132385709,0.7729226010478732,1.7917858578462948,0.4380770303639745
hex_0318,36,2025-10-11 22:19:24.718302,31.13842643959218,-95.65765765765764,86.15171694575133,131.4260669189356,26.008738837229185,37.015488291146575,0.0,0.0,0.0,74.38117885269781,0.7739211843125959,0.0,1.0,0.5671829430382191,0.0,0.0,0.5701548829114658,0.32701109040957854,0.7337680025651759,1.6950080098991427,0.4380770303639745
hex_0316,36,2025-10-11 22:19:24.718302,31.222479978104634,-96.33612473556215,96.08877660970774,141.0015183306913,24.685336530942994,46.138279729665925,0.0,0.0,0.0,89.46762608137425,0.6110491305819926,0.0,1.0,0.8712759909888642,0.0,0.0,0.6613827972966593,0.3366266826241257,0.69157249823836,1.9927806380406148,0.4380770303639745
hex_0359,36,2025-10-11 22:19:24.718302,31.473903704133527,-96.87019967157352,78.94295294570577,78.94295294570577,16.258224887573007,24.058285278331773,0.0,0.0,0.0,64.4713825389878,0.7896832753170272,0.0,0.0,0.13527617594439245,0.0,0.0,0.04058285278331773,0.19401539598336703,0.775796173863025,-0.5073092475310401,0.4380770303639745
hex_0362,36,2025-10-11 22:19:24.718302,31.372487359533924,-95.83783783783784,90.4848127470035,135.45139172653592,6.832540685362421,11.140005000248424,0.0,0.0,0.0,76.51259006582752,0.7286026322084318,0.0,1.0,0.0,0.0,0.0,0.4,0.7146729155519892,0.6728921406995565,1.8365812428422872,0.4380770303639745
hex_0361,36,2025-10-11 22:19:24.718302,31.372487359533924,-96.1981981981982,90.09975873349414,134.91891756560642,14.369616274391232,20.737786148162694,0.0,0.0,0.0,83.4879041965456,0.6665226809614141,0.0,1.0,0.024592871605423148,0.0,0.0,0.40737786148162697,0.6411492927093352,0.6703889363639632,1.6963247119621885,0.4380770303639745
hex_0407,36,2025-10-11 22:19:24.718302,31.60654827947566,-95.65765765765764,98.55544070935163,143.36166884265242,0.6869218935440271,0.8851306297137873,0.0,0.0,0.0,79.77380894461925,0.8690022538511393,0.0,1.0,0.0,0.0,0.0,0.4,0.6343754855852177,0.7208105263298705,1.7287578142901154,0.4380770303639745
hex_0406,36,2025-10-11 22:19:24.718302,31.60654827947566,-96.018018018018,82.5776069366335,127.23641492251413,6.585563523749741,11.061501855869434,0.9498344293163024,0.0,0.0,59.50638808526345,0.5500080756226757,0.0,1.0,0.0,0.09498344293163023,0.04202638121060385,0.4231993267073864,0.27315865692449237,0.676952864273176,0.9442752653186759,0.4380770303639745
hex_0405,36,2025-10-11 22:19:24.718302,31.60654827947566,-96.37837837837837,88.60230702415537,133.11369486261583,21.269839317367722,40.07030841578187,0.0,0.0,0.0,75.91411108078408,0.7706483490543432,0.0,1.0,0.6690102805260623,0.0,0.0,0.6007030841578187,0.7499290958982492,0.6316356662912189,2.5998060549630546,0.4380770303639745
hex_0450,36,2025-10-11 22:19:24.718302,31.840609199417397,-96.1981981981982,92.8064306496144,137.1574676418432,12.435145163286867,23.685649019678074,0.0,0.0,0.0,85.27992055000693,0.6450141872620522,0.0,1.0,0.12285496732260247,0.0,0.0,0.43685649019678074,0.7422665855711506,0.7466935549137843,2.144813162971479,0.4380770303639745
hex_0451,36,2025-10-11 22:19:24.718302,31.840609199417397,-95.83783783783784,82.47976339303732,126.97822053268627,19.04820992674993,33.086299081334104,0.0,0.0,0.0,69.50244177981469,0.6950154440165414,0.0,1.0,0.4362099693778035,0.0,0.0,0.5308629908133411,0.39484812426125193,0.7219968878650316,1.68275013932729,0.4380770303639745
hex_0494,36,2025-10-11 22:19:24.718302,32.07467011935914,-96.37837837837837,90.90386363212902,134.947129630706,4.985315172334545,9.087565402920989,0.0,0.0,0.0,75.40376019088029,0.6320370242810771,0.0,1.0,0.0,0.0,0.0,0.4,0.3400163887840972,0.710193206608769,1.0565599298457256,0.4380770303639745
hex_0495,36,2025-10-11 22:19:24.718302,32.07467011935914,-96.018018018018,99.69852683597273,143.88921298196988,6.442717659055889,8.057867786199244,0.0,0.0,0.0,78.44053545054443,0.9023825984167544,0.0,1.0,0.0,0.0,0.0,0.4,0.40910859900980495,0.8040543326312968,1.3501725700871194,0.4380770303639745
hex_0496,36,2025-10-11 22:19:24.718302,32.07467011935914,-95.65765765765764,89.05898224440953,133.39708853782685,11.282804893715202,20.505360063649473,0.0,0.0,0.0,67.4105066057044,0.8101771073059443,0.0,1.0,0.016845335454982426,0.0,0.0,0.40505360063649476,0.3492081882717391,0.7328158531133244,1.1294717325750492,0.4380770303639745
hex_0360,36,2025-10-11 22:19:24.718302,31.39723622965909,-96.54682668759081,86.01215084346401,130.6639400597905,8.543515041120012,14.73325570608312,0.0,0.0,0.0,73.3167066297603,0.7128180867861592,0.0,1.0,0.0,0.0,0.0,0.4,0.4564057514474903,0.7854176840020893,1.4279378892676413,0.4380770303639745
hex_0404,36,2025-10-11 22:19:24.718302,31.60654827947566,-96.73873873873873,87.17200183515651,131.53596952619682,27.748139818325477,45.5713433156264,0.0,0.0,0.0,69.10763476739992,0.6644417000417521,0.0,1.0,0.85237811052088,0.0,0.0,0.655713433156264,0.5174129422031493,0.6551010425169288,2.3206383940074473,0.4380770303639745
hex_0403,36,2025-10-11 22:19:24.718302,31.645761181692155,-97.07948046720665,83.9284404781569,128.11380092351655,5.126080228388379,9.494681127705435,0.0,0.0,0.0,66.045437986139,0.7997249137388587,0.0,1.0,0.0,0.0,0.0,0.4,0.4441616491156358,0.132457163363297,0.42990976372304535,0.4380770303639745
hex_0448,36,2025-10-11 22:19:24.718302,31.840609199417397,-96.9189189189189,92.1373250764618,136.1935217738503,6.63359129680917,11.24663922624072,0.0,0.0,0.0,67.47024945378607,0.7534941325687621,0.0,1.0,0.0,0.0,0.0,0.4,0.5206687054126189,0.7862363328115625,1.5724597614146787,0.4380770303639745
hex_0449,36,2025-10-11 22:19:24.718302,31.840609199417397,-96.55855855855854,102.51868125555634,146.72229810036498,26.035786431426857,50.86287055313913,0.0,0.0,0.0,83.2430978721662,0.95,0.0,1.0,1.0,0.0,0.0,0.7,0.27795398690893436,0.7349590363103816,2.06996827640474,0.4380770303639745
hex_0492,36,2025-10-11 22:19:24.718302,32.07467011935914,-97.0990990990991,91.65594192642882,135.4043676301655,8.329350277507483,15.656953644341948,0.0,0.0,0.0,78.50465568166622,0.594524746089308,0.0,1.0,0.0,0.0,0.0,0.4,0.32623385768471647,0.7592425520628603,1.0987444532323423,0.4380770303639745
hex_0493,36,2025-10-11 22:19:24.718302,32.07467011935914,-96.73873873873873,88.59141224781038,132.48725809896723,6.436013047354284,12.016422972927977,0.0,0.0,0.0,81.75634020508745,0.6197976421195239,0.0,1.0,0.0,0.0,0.0,0.4,0.40915892386155206,0.6969678422061972,1.191084610382128,0.4380770303639745
hex_0537,36,2025-10-11 22:19:24.718302,32.30873103930088,-96.9189189189189,91.09315694813023,134.68123180563526,8.154600148905322,14.253746748968073,0.0,0.0,0.0,71.60969103724139,0.7685683792016068,0.0,1.0,0.0,0.0,0.0,0.4,0.5313704722493409,0.646640913066672,1.3887948432627497,0.4380770303639745
hex_0538,36,2025-10-11 22:19:24.718302,32.30873103930088,-96.55855855855854,89.18487855720542,132.92037356213058,16.791784246694593,22.05599031439672,0.16525972297378883,0.0,0.0,73.69960900328206,0.5401932275963448,0.0,1.0,0.06853301047989066,0.016525972297378882,0.014579867397079085,0.42532308434315097,0.6773926175369744,0.7124220531228729,1.906330685671311,0.4380770303639745
hex_0402,36,2025-10-11 22:19:24.718302,31.726082268828318,-97.400228398933,87.04062903487228,131.01445333011685,19.02693917197198,37.13901717008504,0.0,0.0,0.0,63.17579176009298,0.726613624113262,0.0,1.0,0.571300572336168,0.0,0.0,0.5713901717008505,0.32403165698392467,0.10100629035099436,0.7522595461656736,0.4380770303639745
hex_0445,36,2025-10-11 22:19:24.718302,31.977111221282133,-97.92642587072632,93.3326504947779,136.84018323547136,9.933148743312058,17.255317375235354,0.5374007569617453,0.0,0.0,84.1712165309516,0.7280153955102188,0.0,1.0,0.0,0.053740075696174526,0.03709208247626654,0.4144572233868616,0.503732179747572,0.18607083282821052,0.6961874841776969,0.4380770303639745
hex_0446,36,2025-10-11 22:19:24.718302,31.894464703786724,-97.61220453478383,83.31767411617592,127.03639846634127,18.026572829211123,24.891709825875076,0.0,0.0,0.0,66.53097913421665,0.7832394497561534,0.0,1.0,0.16305699419583586,0.0,0.0,0.44891709825875076,0.49195520242006396,0.073919154423445,0.6312692377383768,0.4380770303639745
hex_0447,36,2025-10-11 22:19:24.718302,31.840609234460786,-97.27927925905026,100.88291631699207,144.79169284019252,10.11418528678725,17.568004550089363,0.0,0.0,0.0,86.08381984908489,0.7799357920130469,0.0,1.0,0.0,0.0,0.0,0.4,0.2309823102579841,0.20401216095631944,0.060902284398756494,0.4380770303639745
hex_0491,36,2025-10-11 22:19:24.718302,32.07467011935914,-97.45945945945945,85.44870076691873,129.04970632323528,10.464834992693637,12.658555876460829,0.0,0.0,0.0,77.07456120542878,0.7873260064884291,0.0,1.0,0.0,0.0,0.0,0.4,0.597193928310495,0.8024648615648093,1.76723530113027,0.4380770303639745
hex_0490,36,2025-10-11 22:19:24.718302,32.07779632665611,-97.81811747320204,86.54441378733468,129.99556940345954,18.007702575945736,21.659784943367466,0.0,0.0,0.0,61.775716841852514,0.8076716413937206,0.0,1.0,0.05532616477891553,0.0,0.0,0.41659784943367467,0.4016226758373368,0.07457369575285897,0.3106844029378456,0.4380770303639745
hex_0534,36,2025-10-11 22:19:24.718302,32.30873103930087,-97.92992992992993,91.54844172787061,134.72292117178023,3.652929694493716,5.216386584779141,0.0,0.0,0.0,73.49842369911586,0.5178569324739465,0.0,1.0,0.0,0.0,0.0,0.4,0.32348801611934147,0.09264935198591769,0.10163018915174415,0.4380770303639745
hex_0536,36,2025-10-11 22:19:24.718302,32.30873103930088,-97.27927927927928,79.69896735358067,79.69896735358067,13.941298253159575,22.12707052868718,0.0,0.0,0.0,55.98243801562182,0.8252643134410702,0.0,0.0,0.07090235095623937,0.0,0.0,0.02127070528687181,0.694915145558696,0.7912000333572993,0.5608091573510572,0.4380770303639745
hex_0535,36,2025-10-11 22:19:24.718302,32.30873103930088,-97.63963963963965,85.70200901141251,128.99524357407722,14.202182539808307,28.25517010368947,0.0,0.0,0.0,79.34460695081687,0.5498782407557105,0.0,1.0,0.275172336789649,0.0,0.0,0.4825517010368947,0.8355380292229793,0.20399199976129934,1.7158307066665108,0.4380770303639745
hex_0056,36,2025-10-11 22:19:24.718302,29.88671880770325,-93.76862518183759,91.42783108847505,138.7266747063837,11.943422115959468,22.30506256686703,0.0,0.0,0.0,85.79797001895412,0.6575865656463602,0.0,1.0,0.07683541889556764,0.0,0.0,0.4230506256686703,0.7301822769400121,0.10981903851048792,1.119744401512072,0.4380770303639745
hex_0100,36,2025-10-11 22:19:24.718302,30.051788982990765,-93.99395159868972,98.21108566387787,145.25268011778675,14.603225646994003,26.544457096722503,5.154786886650597,0.0,0.0,75.90045276633164,0.6097529920543397,0.6841550967772227,1.0,0.2181485698907501,0.5154786886650597,0.53088914193445,0.6216292228936819,0.4476401292727346,0.0877794682153616,1.1949595520262348,0.4380770303639745
hex_0145,36,2025-10-11 22:19:24.718302,30.20218275982522,-93.85585585585584,97.32130377181561,144.26899816186756,7.399679804716326,8.993700901125655,0.0,0.0,0.0,72.5832236567817,0.9011285308524721,0.0,1.0,0.0,0.0,0.0,0.4,0.2833957476941107,0.7246969223852775,0.9518592306491691,0.4380770303639745
hex_0143,36,2025-10-11 22:19:24.718302,30.303140258056718,-94.52799055514909,92.3778715046925,138.94964420134752,12.13889248103029,23.424766046871067,0.0,0.0,0.0,72.71034091787908,0.865665717745681,0.0,1.0,0.11415886822903556,0.0,0.0,0.43424766046871066,0.6028712887899833,0.7537984571458323,1.8348314960674996,0.4380770303639745
hex_0144,36,2025-10-11 22:19:24.718302,30.226588490078445,-94.2046635154044,97.90637165128975,144.68696626854586,13.9030429590457,23.670727119518872,1.5653532468029825,0.0,0.0,75.21423802175835,0.8297229826902046,0.0,1.0,0.12235757065062908,0.15653532468029824,0.1482121982029051,0.48283555595153893,0.45192275581915564,0.6792254127674964,1.5679389248507072,0.4380770303639745
hex_0014,36,2025-10-11 22:19:24.718302,29.58674933470022,-93.02507563580393,98.35081025916675,146.25380270981947,21.98776462953362,34.803911212332494,0.0,0.0,0.0,90.53004789688356,0.7923317543043109,0.0,1.0,0.4934637070777498,0.0,0.0,0.548039112123325,0.23819564035623098,0.1625651714314331,0.5655766928682434,0.4380770303639745
hex_0059,36,2025-10-11 22:19:24.718302,29.75058054421937,-92.93568205996438,97.67108446055506,145.44681580089573,13.128225851218435,20.26319908294232,0.0,0.0,0.0,76.48828565422568,0.628775752650533,0.0,1.0,0.008773302764744055,0.0,0.0,0.40263199082942325,0.4715343741863662,0.03929832428063539,0.36223776904016386,0.4380770303639745
